number,name,votes,electronic,abroad,mandate,district,party
619,Andres Vesper,84,57,1,#N/A,3,Elurikkuse Erakond
189,Märt Läänemets,84,44,0,#N/A,9,Eesti Vabaerakond
671,Tauno Jürgenstein,84,38,1,#N/A,12,Elurikkuse Erakond
1080,Tiit Matsulevitš,83,48,2,#N/A,2,Isamaa Erakond
1052,Julia Sommer,83,31,1,#N/A,4,Eestimaa Ühendatud Vasakpartei
544,Garri Raagmaa,83,47,2,#N/A,6,Sotsiaaldemokraatlik Erakond
698,Piret Kollo,82,23,1,#N/A,2,Eesti Konservatiivne Rahvaerakond
1081,Jaak Ahelik,82,46,0,#N/A,2,Isamaa Erakond
725,Tõnu Kaur,82,29,1,#N/A,4,Eesti Konservatiivne Rahvaerakond
483,Joosep Vimm,81,55,2,#N/A,1,Sotsiaaldemokraatlik Erakond
129,Merike Värik,81,47,2,#N/A,3,Eesti Vabaerakond
831,Andres Ingerman,81,58,0,#N/A,3,Erakond Eesti 200
833,Karoliina Oona Ranne,81,48,1,#N/A,3,Erakond Eesti 200
1137,Janek Raik,81,30,0,#N/A,7,Isamaa Erakond
568,Jaan Sõrra,81,39,0,#N/A,9,Sotsiaaldemokraatlik Erakond
969,Jüri Võigemast,80,26,0,#N/A,4,Eesti Keskerakond
863,Marko Teiva,80,41,0,#N/A,6,Erakond Eesti 200
866,Triin Sihver,80,37,1,#N/A,6,Erakond Eesti 200
646,Riina Eigi,80,41,1,#N/A,8,Elurikkuse Erakond
588,Maire Murumaa,80,47,0,#N/A,11,Sotsiaaldemokraatlik Erakond
615,Piret Räni,79,45,0,#N/A,2,Elurikkuse Erakond
114,Kaja Jakobson,77,37,2,#N/A,2,Eesti Vabaerakond
699,Katrin Linde,77,28,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
1110,Mart Rannut,77,36,0,#N/A,4,Isamaa Erakond
420,Timur Sagitov,77,31,0,#N/A,7,Erakond Eestimaa Rohelised
908,Krista Sildoja,77,40,0,#N/A,11,Erakond Eesti 200
1086,Ingo Normet,76,33,0,#N/A,2,Isamaa Erakond
1112,Madis Kübar,76,45,0,#N/A,4,Isamaa Erakond
1121,Tõnu Munk,76,27,0,#N/A,5,Isamaa Erakond
196,Märt Meesak,76,31,0,#N/A,9,Eesti Vabaerakond
1193,Maarika Pähklemäe,75,38,0,#N/A,2,Üksikkandidaadid
160,Egon Erkmann,75,39,0,#N/A,5,Eesti Vabaerakond
867,Tarmo Tamm,75,33,0,#N/A,6,Erakond Eesti 200
455,Helle Kaasik,75,45,1,#N/A,10,Erakond Eestimaa Rohelised
1163,Friedrich Kaasik,75,48,1,#N/A,10,Isamaa Erakond
384,Karin Põldoja,74,46,0,#N/A,3,Erakond Eestimaa Rohelised
749,Tiit Raud,74,23,3,#N/A,7,Eesti Konservatiivne Rahvaerakond
893,Väino Uibo,74,28,0,#N/A,9,Erakond Eesti 200
913,Herko Sunts,74,53,0,#N/A,11,Erakond Eesti 200
804,Marianna Kaat,73,47,0,#N/A,1,Erakond Eesti 200
818,Aare Lapõnin,72,46,0,#N/A,2,Erakond Eesti 200
709,Jüri Böhm,72,17,1,#N/A,3,Eesti Konservatiivne Rahvaerakond
407,Loore Härmat,72,29,0,#N/A,5,Erakond Eestimaa Rohelised
884,Lauri Vaiksaar,72,44,0,#N/A,8,Erakond Eesti 200
907,Are Selge,72,34,0,#N/A,11,Erakond Eesti 200
597,Reelika Rüütli,72,48,0,#N/A,12,Sotsiaaldemokraatlik Erakond
357,Anne Vetik,71,54,0,#N/A,1,Erakond Eestimaa Rohelised
1049,Oleg Tesla,70,21,0,#N/A,1,Eestimaa Ühendatud Vasakpartei
706,Raivo Põhjakivi,70,27,2,#N/A,3,Eesti Konservatiivne Rahvaerakond
523,Ain Pinnonen,70,32,0,#N/A,4,Sotsiaaldemokraatlik Erakond
848,Nadežda Gretšnevkina,70,39,0,#N/A,4,Erakond Eesti 200
248,Tiit Soorm,69,52,0,#N/A,2,Eesti Reformierakond
179,Ain Ostra,68,23,0,#N/A,8,Eesti Vabaerakond
1095,Anne Eenpalu,67,32,0,#N/A,3,Isamaa Erakond
977,Viive Rosenberg,67,14,0,#N/A,4,Eesti Keskerakond
159,Anne Kiider,67,29,0,#N/A,5,Eesti Vabaerakond
870,Nikita Lumijõe,67,30,0,#N/A,7,Erakond Eesti 200
923,Toomas Pajula,67,33,0,#N/A,12,Erakond Eesti 200
805,Henry Sinivee,66,44,0,#N/A,1,Erakond Eesti 200
132,Epp Alatalu,66,23,0,#N/A,3,Eesti Vabaerakond
301,Olesja Ojamäe,66,28,0,#N/A,7,Eesti Reformierakond
562,Tonio Tamra,66,25,0,#N/A,8,Sotsiaaldemokraatlik Erakond
249,Rainar Enden,65,45,0,#N/A,2,Eesti Reformierakond
1055,Viktor Malõgin,65,13,0,#N/A,7,Eestimaa Ühendatud Vasakpartei
353,Fideelia-Signe Roots,64,44,0,#N/A,1,Erakond Eestimaa Rohelised
580,Tõnu Ints,64,32,0,#N/A,10,Sotsiaaldemokraatlik Erakond
917,Sirje Niitra,64,35,1,#N/A,12,Erakond Eesti 200
835,Eduard Finagin,63,38,0,#N/A,3,Erakond Eesti 200
458,Zoja Mellov,63,41,0,#N/A,11,Erakond Eestimaa Rohelised
377,Olev-Andres Tinn,62,37,0,#N/A,2,Erakond Eestimaa Rohelised
1197,Kalju Mätik,62,22,0,#N/A,3,Üksikkandidaadid
192,Kaido Väljaots,62,29,0,#N/A,9,Eesti Vabaerakond
822,Pavel Starkov,61,30,0,#N/A,2,Erakond Eesti 200
832,Marek Karm,61,38,0,#N/A,3,Erakond Eesti 200
842,Leino Mägi,61,31,0,#N/A,4,Erakond Eesti 200
1195,Tanel Häidkind,61,21,0,#N/A,11,Üksikkandidaadid
620,Jüri Peterson,60,33,0,#N/A,3,Elurikkuse Erakond
874,Mihhail Derbnev,60,31,1,#N/A,7,Erakond Eesti 200
561,Kaarel Orumägi,60,23,0,#N/A,8,Sotsiaaldemokraatlik Erakond
647,Janica Sepp,60,30,2,#N/A,8,Elurikkuse Erakond
507,Olev Remsu,59,34,0,#N/A,3,Sotsiaaldemokraatlik Erakond
1009,Aado Oherd,59,23,0,#N/A,8,Eesti Keskerakond
442,Küllike Reimaa,59,30,0,#N/A,9,Erakond Eestimaa Rohelised
902,Karin Jõks,59,25,0,#N/A,10,Erakond Eesti 200
904,Kirill Avdejev,59,16,0,#N/A,10,Erakond Eesti 200
211,Annika Toots,59,27,0,#N/A,11,Eesti Vabaerakond
703,Wesse Allik,57,20,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
649,Priit-Kalev Parts,57,35,0,#N/A,8,Elurikkuse Erakond
1083,Lea Nilson,56,33,0,#N/A,2,Isamaa Erakond
385,Errol Vares,56,30,1,#N/A,3,Erakond Eestimaa Rohelised
149,Jaak Vackermann,56,18,0,#N/A,4,Eesti Vabaerakond
391,Tiiu-Ann Kaldma,56,24,0,#N/A,4,Erakond Eestimaa Rohelised
1164,Tarvo Siilaberg,56,28,0,#N/A,10,Isamaa Erakond
918,Tarmo Valgepea,56,20,0,#N/A,12,Erakond Eesti 200
844,Hilje Savolainen,55,37,0,#N/A,4,Erakond Eesti 200
891,Kaare Põder,55,28,0,#N/A,9,Erakond Eesti 200
374,Oskar-Aleksander Lesment,54,32,0,#N/A,2,Erakond Eestimaa Rohelised
485,Jevgeni Vaisbein,53,20,0,#N/A,1,Sotsiaaldemokraatlik Erakond
684,Urmas Siemer,53,20,1,#N/A,1,Eesti Konservatiivne Rahvaerakond
376,Vootele Vaher,52,34,0,#N/A,2,Erakond Eestimaa Rohelised
710,Ain Pedajas,52,15,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
648,Peep Tobreluts,52,30,0,#N/A,8,Elurikkuse Erakond
469,Mikk Pärnits,52,31,0,#N/A,12,Erakond Eestimaa Rohelised
252,Meelis Soll,51,34,0,#N/A,2,Eesti Reformierakond
370,Aleksander Pototski,51,21,0,#N/A,2,Erakond Eestimaa Rohelised
154,Mihhail Jallajas,51,17,1,#N/A,4,Eesti Vabaerakond
415,Jaanus Nurmoja,51,30,0,#N/A,6,Erakond Eestimaa Rohelised
876,Jüri Käosaar,51,29,0,#N/A,7,Erakond Eesti 200
707,Tõnis Tähe,50,23,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
139,Raivo Kokser,50,12,0,#N/A,4,Eesti Vabaerakond
628,Liis Truubon,50,24,0,#N/A,4,Elurikkuse Erakond
856,Lars Uus,50,27,0,#N/A,5,Erakond Eesti 200
170,Jane Snaith,50,12,0,#N/A,7,Eesti Vabaerakond
475,Tiia Kõnnussaar,50,26,0,#N/A,12,Erakond Eestimaa Rohelised
498,Kirill Klaus,49,23,0,#N/A,2,Sotsiaaldemokraatlik Erakond
689,Riho Nüüd,49,14,1,#N/A,2,Eesti Konservatiivne Rahvaerakond
694,Veiko Hartwig Valgepea,49,19,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
843,Joel Jesse,49,25,1,#N/A,4,Erakond Eesti 200
857,Anu Uibo,49,24,0,#N/A,5,Erakond Eesti 200
456,Merily Vakker,49,24,0,#N/A,10,Erakond Eestimaa Rohelised
219,Elmo Joa,49,26,0,#N/A,12,Eesti Vabaerakond
400,Mai Mikk,48,16,1,#N/A,4,Erakond Eestimaa Rohelised
484,Gertrud Kasemaa,47,31,0,#N/A,1,Sotsiaaldemokraatlik Erakond
610,Eve Randvere,47,27,0,#N/A,2,Elurikkuse Erakond
865,Ahto Neidek,47,32,0,#N/A,6,Erakond Eesti 200
1174,Ain Pajo,47,28,0,#N/A,11,Isamaa Erakond
642,Cornelia Kotto,46,26,0,#N/A,6,Elurikkuse Erakond
373,Annaliisa Asveit,45,29,1,#N/A,2,Erakond Eestimaa Rohelised
821,Anne Kahru,45,33,1,#N/A,2,Erakond Eesti 200
851,Raivo Mererand,45,26,1,#N/A,4,Erakond Eesti 200
437,Elo-Maria Roots,45,24,0,#N/A,8,Erakond Eestimaa Rohelised
653,Külli Org,45,18,0,#N/A,9,Elurikkuse Erakond
130,Tõnu Ploompuu,44,21,0,#N/A,3,Eesti Vabaerakond
428,Märt Põder,44,28,0,#N/A,7,Erakond Eestimaa Rohelised
654,Tauno Laasik,44,26,0,#N/A,9,Elurikkuse Erakond
204,Alvar Tipp,44,20,0,#N/A,10,Eesti Vabaerakond
102,Õie-Mari Aasmäe,43,32,0,#N/A,1,Eesti Vabaerakond
606,Riinu Lepa,43,29,1,#N/A,1,Elurikkuse Erakond
816,Aleksei Jašin,43,25,0,#N/A,2,Erakond Eesti 200
630,Marika Jahilo,43,24,0,#N/A,4,Elurikkuse Erakond
172,Karina Küppas,43,7,0,#N/A,7,Eesti Vabaerakond
883,Tatjana Jürgen,43,27,0,#N/A,8,Erakond Eesti 200
663,Oliver Loode,43,31,0,#N/A,11,Elurikkuse Erakond
912,Katrin Jõgeva,43,17,0,#N/A,11,Erakond Eesti 200
605,Riina Soone,42,23,0,#N/A,1,Elurikkuse Erakond
419,Reigo Lehtla,42,29,1,#N/A,6,Erakond Eestimaa Rohelised
1132,Andres Noormägi,42,17,0,#N/A,7,Isamaa Erakond
431,Kristjan Rohtla,42,24,0,#N/A,8,Erakond Eestimaa Rohelised
560,Tambet Sova,41,22,0,#N/A,8,Sotsiaaldemokraatlik Erakond
655,Toomas Frey,41,14,0,#N/A,9,Elurikkuse Erakond
1059,Vjatšeslav Makaronski,41,11,1,#N/A,12,Eestimaa Ühendatud Vasakpartei
834,Hanno Püttsepp,40,28,0,#N/A,3,Erakond Eesti 200
399,Hannes Mets,40,21,1,#N/A,4,Erakond Eestimaa Rohelised
1109,Ann Räämet,40,22,0,#N/A,4,Isamaa Erakond
636,Enn Kaljo,40,16,0,#N/A,5,Elurikkuse Erakond
416,Riina Odnenko,40,13,0,#N/A,6,Erakond Eestimaa Rohelised
210,Üllar Vana,40,14,0,#N/A,11,Eesti Vabaerakond
665,Rein Lepp,40,14,0,#N/A,11,Elurikkuse Erakond
1196,Ege Hirv,39,15,0,#N/A,2,Üksikkandidaadid
410,Steve Truumets,39,29,1,#N/A,5,Erakond Eestimaa Rohelised
669,Grete Pertel,39,28,0,#N/A,12,Elurikkuse Erakond
670,Kersti Reppo,39,14,1,#N/A,12,Elurikkuse Erakond
673,Thea Perm,39,21,0,#N/A,12,Elurikkuse Erakond
697,Juhan Kobin,38,11,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
191,Katrin Hauk,38,17,0,#N/A,9,Eesti Vabaerakond
199,Heiki Lill,38,25,0,#N/A,10,Eesti Vabaerakond
1071,Jako Kull,37,13,0,#N/A,1,Isamaa Erakond
131,Aleksandr Dormidontov,37,10,0,#N/A,3,Eesti Vabaerakond
1051,Igor Rosenfeld,37,6,0,#N/A,3,Eestimaa Ühendatud Vasakpartei
1199,Veiko Tani,37,19,0,#N/A,3,Üksikkandidaadid
631,Paavo Eensalu,37,24,0,#N/A,4,Elurikkuse Erakond
164,Piret Pihel,37,11,0,#N/A,6,Eesti Vabaerakond
873,Darja Berestova,37,15,0,#N/A,7,Erakond Eesti 200
440,Ivo-Hannes Lehtsalu,37,19,1,#N/A,9,Erakond Eestimaa Rohelised
106,Jüri Pino,36,17,1,#N/A,1,Eesti Vabaerakond
401,Andres Meesak,36,25,0,#N/A,4,Erakond Eestimaa Rohelised
527,Mati Õunloo,36,16,0,#N/A,4,Sotsiaaldemokraatlik Erakond
872,Stanislav Tituško,36,15,0,#N/A,7,Erakond Eesti 200
190,Urmas Heinaste,36,22,0,#N/A,9,Eesti Vabaerakond
471,Anu Paluoja,36,20,1,#N/A,12,Erakond Eestimaa Rohelised
103,Jaak Prozes,35,18,3,#N/A,1,Eesti Vabaerakond
359,Kristina Sadohhina,35,17,0,#N/A,1,Erakond Eestimaa Rohelised
408,Kristen Kannik,35,24,0,#N/A,5,Erakond Eestimaa Rohelised
858,Martin Vahimets,35,23,0,#N/A,5,Erakond Eesti 200
819,Ave Talu,34,28,1,#N/A,2,Erakond Eesti 200
1144,Kaspar Kaarjas,34,19,0,#N/A,8,Isamaa Erakond
1057,Tiina Radionov,34,13,0,#N/A,9,Eestimaa Ühendatud Vasakpartei
474,Krista Lehari,34,23,0,#N/A,12,Erakond Eestimaa Rohelised
602,Allan Kokkota,33,13,0,#N/A,1,Elurikkuse Erakond
974,Aivar Roop,33,17,0,#N/A,4,Eesti Keskerakond
1134,Valentina Gurova,33,8,0,#N/A,7,Isamaa Erakond
195,Elar Ploomipuu,33,15,0,#N/A,9,Eesti Vabaerakond
443,Riina Pernau,33,15,0,#N/A,9,Erakond Eestimaa Rohelised
1162,Jaan Vaiksaar,33,15,0,#N/A,10,Isamaa Erakond
209,Urmas Ott,33,15,0,#N/A,11,Eesti Vabaerakond
603,Allan Prooso,32,18,0,#N/A,1,Elurikkuse Erakond
500,Allan Kaljakin,32,19,1,#N/A,2,Sotsiaaldemokraatlik Erakond
521,Ilja Borodkin,32,13,0,#N/A,4,Sotsiaaldemokraatlik Erakond
640,Sirkka Pintmann,32,18,0,#N/A,5,Elurikkuse Erakond
421,Olga Gudkova,32,12,0,#N/A,7,Erakond Eestimaa Rohelised
817,Julia Rustamova,31,16,0,#N/A,2,Erakond Eesti 200
1085,Tiit Naber,31,17,0,#N/A,2,Isamaa Erakond
1094,Andres Ergma,31,15,0,#N/A,3,Isamaa Erakond
639,Silja Reemet,31,15,0,#N/A,5,Elurikkuse Erakond
748,Andres Piibeleht,31,13,1,#N/A,7,Eesti Konservatiivne Rahvaerakond
356,Hannes Liitmäe,30,18,0,#N/A,1,Erakond Eestimaa Rohelised
360,Eero Uustalu,30,14,1,#N/A,1,Erakond Eestimaa Rohelised
364,Rene Kuulmann,30,11,1,#N/A,2,Erakond Eestimaa Rohelised
614,Madis Mark,30,19,1,#N/A,2,Elurikkuse Erakond
626,Kaja Karu-Espenberg,30,17,0,#N/A,4,Elurikkuse Erakond
638,Märt Randoja,30,21,0,#N/A,5,Elurikkuse Erakond
859,Andri Simo,30,21,0,#N/A,5,Erakond Eesti 200
417,Aare Veedla,30,14,0,#N/A,6,Erakond Eestimaa Rohelised
1058,Viivi-Helbe Peljuhhovska,30,9,0,#N/A,10,Eestimaa Ühendatud Vasakpartei
473,Johannes Sarapuu,30,13,0,#N/A,12,Erakond Eestimaa Rohelised
116,Taavi Simson,29,17,0,#N/A,2,Eesti Vabaerakond
382,Agu Kivimägi,29,14,1,#N/A,3,Erakond Eestimaa Rohelised
147,Kristo Krumm,29,19,0,#N/A,4,Eesti Vabaerakond
392,Andrei Gudim,29,14,1,#N/A,4,Erakond Eestimaa Rohelised
393,Anne Vahemäe,29,16,0,#N/A,4,Erakond Eestimaa Rohelised
1198,Kaido Kookmaa,29,13,0,#N/A,4,Üksikkandidaadid
201,Laili Jõgiaas,29,11,0,#N/A,10,Eesti Vabaerakond
910,Margit Lail,29,13,0,#N/A,11,Erakond Eesti 200
361,Mihkel Tiganik,28,15,0,#N/A,1,Erakond Eestimaa Rohelised
381,Urve Madar,28,19,0,#N/A,3,Erakond Eestimaa Rohelised
526,Ain Böckler,28,17,0,#N/A,4,Sotsiaaldemokraatlik Erakond
1188,Vello Kookmaa,28,11,0,#N/A,4,Üksikkandidaadid
181,Mari-Liis Tahker,28,12,0,#N/A,8,Eesti Vabaerakond
460,Stina Rammul,28,15,0,#N/A,11,Erakond Eestimaa Rohelised
221,Allar Sau,28,16,0,#N/A,12,Eesti Vabaerakond
112,Age Minka,27,17,0,#N/A,1,Eesti Vabaerakond
607,Siiri Tiivits-Puttonen,27,19,0,#N/A,1,Elurikkuse Erakond
143,Vahur Herm,27,10,0,#N/A,4,Eesti Vabaerakond
518,Jüri-Saimon Kuusemets,27,15,0,#N/A,4,Sotsiaaldemokraatlik Erakond
625,Jaanus Saadve,27,13,0,#N/A,4,Elurikkuse Erakond
845,Marko Nummert,27,14,0,#N/A,4,Erakond Eesti 200
414,Allan Jaakus,27,11,1,#N/A,6,Erakond Eestimaa Rohelised
202,Kristo Karu,27,11,0,#N/A,10,Eesti Vabaerakond
454,Ruth Tammeorg,27,14,0,#N/A,10,Erakond Eestimaa Rohelised
354,Tarmo Andre Elvisto,26,17,0,#N/A,1,Erakond Eestimaa Rohelised
499,Mihhail Beljajev,26,6,3,#N/A,2,Sotsiaaldemokraatlik Erakond
617,Teet Randma,26,9,0,#N/A,2,Elurikkuse Erakond
470,Tiina Kilkson,26,5,0,#N/A,12,Erakond Eestimaa Rohelised
608,Ülo Mängel,25,16,0,#N/A,1,Elurikkuse Erakond
121,Siim Tuur,25,14,0,#N/A,2,Eesti Vabaerakond
275,Liana Nõgene,25,20,0,#N/A,4,Eesti Reformierakond
409,Merike Kurvits,25,11,0,#N/A,5,Erakond Eestimaa Rohelised
411,Krissika Kast,25,12,0,#N/A,5,Erakond Eestimaa Rohelised
445,Alo Kaasik,25,12,0,#N/A,9,Erakond Eestimaa Rohelised
1185,Sergei Svjatušenko,24,6,0,#N/A,2,Üksikkandidaadid
849,Hillar Joon,24,20,0,#N/A,4,Erakond Eesti 200
662,Lilian Freiberg,24,20,0,#N/A,11,Elurikkuse Erakond
104,Jaanika Klopets,23,14,0,#N/A,1,Eesti Vabaerakond
150,Rein Rebane,23,13,0,#N/A,4,Eesti Vabaerakond
850,Arko Okk,23,13,0,#N/A,4,Erakond Eesti 200
406,Maret Merisaar,23,11,0,#N/A,5,Erakond Eestimaa Rohelised
355,Maigi Käige,22,10,0,#N/A,1,Erakond Eestimaa Rohelised
809,Maarika Neilinn,22,16,0,#N/A,1,Erakond Eesti 200
824,Aleksandr Maiorov,22,11,0,#N/A,2,Erakond Eesti 200
708,Andre Pere,22,9,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
171,Sirje Pallo,22,3,1,#N/A,7,Eesti Vabaerakond
441,Erki Saksing,22,8,0,#N/A,9,Erakond Eestimaa Rohelised
200,Kaido Kallavus,22,12,0,#N/A,10,Eesti Vabaerakond
212,Kati Kongo,22,8,0,#N/A,11,Eesti Vabaerakond
919,Sigrit Roosileht,22,15,1,#N/A,12,Erakond Eesti 200
922,Monika Siruli,22,11,0,#N/A,12,Erakond Eesti 200
117,Arvet Lindström,21,9,0,#N/A,2,Eesti Vabaerakond
616,Reet Poom,21,16,0,#N/A,2,Elurikkuse Erakond
142,Siiri Käpa,21,9,0,#N/A,4,Eesti Vabaerakond
166,Rein Kotšin,21,6,0,#N/A,6,Eesti Vabaerakond
183,Ain Auksimäe,21,8,0,#N/A,8,Eesti Vabaerakond
439,Arvo Kuiv,21,5,0,#N/A,9,Erakond Eestimaa Rohelised
216,Kristi Varul,21,10,0,#N/A,11,Eesti Vabaerakond
823,Ülle Kask,20,7,2,#N/A,2,Erakond Eesti 200
386,Anne Artus,20,10,0,#N/A,3,Erakond Eestimaa Rohelised
396,Pavel Krõlatov,20,5,0,#N/A,4,Erakond Eestimaa Rohelised
185,Olev Rahnu,20,2,0,#N/A,8,Eesti Vabaerakond
430,Arvi Tapver,20,11,0,#N/A,8,Erakond Eestimaa Rohelised
452,Jaan Olari,20,13,0,#N/A,10,Erakond Eestimaa Rohelised
111,Tõnu Teeveer,19,9,0,#N/A,1,Eesti Vabaerakond
637,Enri Pahapill,19,12,0,#N/A,5,Elurikkuse Erakond
213,Tõnis Lukats,19,4,0,#N/A,11,Eesti Vabaerakond
214,Urmet Külaots,19,5,0,#N/A,11,Eesti Vabaerakond
459,Arvi Matvei,19,10,0,#N/A,11,Erakond Eestimaa Rohelised
223,Ülle Orav,19,7,2,#N/A,12,Eesti Vabaerakond
468,Margit Adorf,19,12,0,#N/A,12,Erakond Eestimaa Rohelised
109,Marike Laht,18,10,0,#N/A,1,Eesti Vabaerakond
146,Kaie Herkel,18,2,0,#N/A,4,Eesti Vabaerakond
632,Riho Kirmjõe,18,10,0,#N/A,4,Elurikkuse Erakond
193,Tiit Urva,18,5,0,#N/A,9,Eesti Vabaerakond
203,Herle Gerassimova,18,4,1,#N/A,10,Eesti Vabaerakond
660,Alexander Linnamäe,18,12,0,#N/A,11,Elurikkuse Erakond
220,Fredy Vabrit,18,9,0,#N/A,12,Eesti Vabaerakond
371,Allan Talu,17,8,0,#N/A,2,Erakond Eestimaa Rohelised
134,Kaja Vajak,17,8,0,#N/A,3,Eesti Vabaerakond
882,Tiia Piirimees,17,4,0,#N/A,8,Erakond Eesti 200
194,Tauno Kure,17,6,0,#N/A,9,Eesti Vabaerakond
133,Margus Raha,16,11,0,#N/A,3,Eesti Vabaerakond
156,Mikko Nõukas,16,9,0,#N/A,5,Eesti Vabaerakond
435,Erko Elmik,16,6,0,#N/A,8,Erakond Eestimaa Rohelised
465,Eve Roots,16,7,0,#N/A,11,Erakond Eestimaa Rohelised
105,Jaanus Ojangu,15,10,0,#N/A,1,Eesti Vabaerakond
125,Harly Kirspuu,15,10,0,#N/A,2,Eesti Vabaerakond
820,Piret Kürbis,15,5,0,#N/A,2,Erakond Eesti 200
394,Gert Häusler,15,6,0,#N/A,4,Erakond Eestimaa Rohelised
627,Kalle Virkus,15,6,0,#N/A,4,Elurikkuse Erakond
847,Toomas Tepomes,15,13,0,#N/A,4,Erakond Eesti 200
168,Ave Pütsepp,15,6,0,#N/A,6,Eesti Vabaerakond
182,Jürmo Sillaste,15,7,0,#N/A,8,Eesti Vabaerakond
604,Kertu Namsing,14,7,1,#N/A,1,Elurikkuse Erakond
126,Mati Roosnurm,14,7,0,#N/A,2,Eesti Vabaerakond
366,Ulvi Koop,14,6,1,#N/A,2,Erakond Eestimaa Rohelised
375,Maksim Eriksson,14,4,0,#N/A,2,Erakond Eestimaa Rohelised
383,Andrei Kiisler,14,11,0,#N/A,3,Erakond Eestimaa Rohelised
145,Eldar Toonverk,14,6,0,#N/A,4,Eesti Vabaerakond
152,Peeter Lukas,14,0,0,#N/A,4,Eesti Vabaerakond
418,Veera Kostina,14,2,0,#N/A,6,Erakond Eestimaa Rohelised
444,Taavo Savik,14,7,0,#N/A,9,Erakond Eestimaa Rohelised
215,Mihkel Mällo,14,2,0,#N/A,11,Eesti Vabaerakond
225,Rein Prins,14,7,0,#N/A,12,Eesti Vabaerakond
127,Mart Mutso,13,4,0,#N/A,2,Eesti Vabaerakond
369,Ülle Ringmäe,13,3,0,#N/A,2,Erakond Eestimaa Rohelised
613,Jüri Kõuk Roost,13,8,0,#N/A,2,Elurikkuse Erakond
141,Suido Saarmets,13,7,0,#N/A,4,Eesti Vabaerakond
397,Christina Rannit,13,10,0,#N/A,4,Erakond Eestimaa Rohelised
403,Aul Pedajas,13,6,0,#N/A,4,Erakond Eestimaa Rohelised
1053,Diana Koor,13,2,0,#N/A,5,Eestimaa Ühendatud Vasakpartei
643,Jüri-Illimar Reinberg-Šestakov,13,7,0,#N/A,6,Elurikkuse Erakond
425,Anette-Marlen Ott,13,8,1,#N/A,7,Erakond Eestimaa Rohelised
426,Darja Vorontsova,13,4,0,#N/A,7,Erakond Eestimaa Rohelised
434,Tiina Rammul,13,4,0,#N/A,8,Erakond Eestimaa Rohelised
1056,Diana Nõmberg-Klaus,13,6,1,#N/A,8,Eestimaa Ühendatud Vasakpartei
449,Elmer Joandi,13,5,0,#N/A,10,Erakond Eestimaa Rohelised
462,Harri Tilk,13,5,0,#N/A,11,Erakond Eestimaa Rohelised
472,Sven Arulaid,13,5,1,#N/A,12,Erakond Eestimaa Rohelised
110,Sander Klausen,12,6,0,#N/A,1,Eesti Vabaerakond
115,Eve Viidalepp,12,5,1,#N/A,2,Eesti Vabaerakond
118,Eve Osa,12,6,0,#N/A,2,Eesti Vabaerakond
612,Jaanus-Juhan Illend,12,9,0,#N/A,2,Elurikkuse Erakond
153,Dein-Tom Tõnsing,12,7,0,#N/A,4,Eesti Vabaerakond
629,Madis Iganõmm,12,9,0,#N/A,4,Elurikkuse Erakond
162,Janek Ostra,12,9,0,#N/A,5,Eesti Vabaerakond
165,Koit Kuusk,12,4,0,#N/A,6,Eesti Vabaerakond
1054,Andrei Anissimov,12,5,0,#N/A,6,Eestimaa Ühendatud Vasakpartei
184,Heiki Rips,12,6,0,#N/A,8,Eesti Vabaerakond
463,Moonika Malmre,12,7,0,#N/A,11,Erakond Eestimaa Rohelised
664,Rein Einasto,12,4,0,#N/A,11,Elurikkuse Erakond
921,Jevgeni Gorlevski,12,4,0,#N/A,12,Erakond Eesti 200
358,Martti Preem,11,5,0,#N/A,1,Erakond Eestimaa Rohelised
136,Anne Hansberg,11,7,1,#N/A,3,Eesti Vabaerakond
148,Riina Kurg,11,0,0,#N/A,4,Eesti Vabaerakond
976,Erki Tammleht,11,4,0,#N/A,4,Eesti Keskerakond
178,Inna Rose,11,6,0,#N/A,7,Eesti Vabaerakond
645,Ago Samoson,11,10,0,#N/A,7,Elurikkuse Erakond
433,Eveli Permanson,11,8,0,#N/A,8,Erakond Eestimaa Rohelised
633,Urmas Eelmäe,10,2,0,#N/A,4,Elurikkuse Erakond
158,Olev Vaher,10,2,0,#N/A,5,Eesti Vabaerakond
187,Margus Sardis,10,5,0,#N/A,8,Eesti Vabaerakond
107,Jaanus Paasoja,9,4,0,#N/A,1,Eesti Vabaerakond
119,Andres Lints,9,5,0,#N/A,2,Eesti Vabaerakond
161,Janus Tuur,9,4,0,#N/A,5,Eesti Vabaerakond
422,Roman Mutonen,9,3,0,#N/A,7,Erakond Eestimaa Rohelised
461,Margarita Randviir,9,7,0,#N/A,11,Erakond Eestimaa Rohelised
222,Dandy Rosenberg,9,6,0,#N/A,12,Eesti Vabaerakond
135,Tõnu Aru,8,1,0,#N/A,3,Eesti Vabaerakond
398,Erko Soopalu,8,4,1,#N/A,4,Erakond Eestimaa Rohelised
167,Marje Salve,8,5,0,#N/A,6,Eesti Vabaerakond
